54746.2,48656.0,53991.2,0
32356.4,29361.8,46773.2,0
21743.6,16340.8,23807.8,0
21299.6,19557.6,30965.2,0
19938.4,14606.4,22146.2,0
17378.8,9423.2,22061.2,0
22998.2,68515.4,66823.6,0
0.0,72908.6,68750.0,0
70794.4,67617.8,75343.6,0
34372.4,16923.6,33966.4,0
22890.8,24516.4,28136.0,0
40198.0,25262.4,44579.6,0
33634.4,26698.0,39962.8,0
42375.2,31214.0,51994.8,0
36544.0,33040.8,43544.0,0
44450.0,32515.6,47814.0,0
41264.0,36398.8,48835.2,0
40783.2,41754.4,49944.8,0
19760.133333333335,11904.266666666666,21459.466666666667,0
14350.666666666666,10433.6,12702.266666666666,0
2839.0666666666666,2584.133333333333,25770.933333333334,0
5795.066666666667,4039.3333333333335,29298.933333333334,0
7602.266666666666,5265.2,33795.066666666666,0
17653.6,9680.666666666666,35279.73333333333,0
26129.333333333332,22212.8,36334.4,0
7426.4,3329.733333333333,26482.0,0
16829.466666666667,7722.266666666666,39303.6,0
54730.666666666664,50689.2,92934.13333333333,0
22002.533333333333,37953.6,66722.0,0
13250.8,14140.533333333333,59795.73333333333,0
33494.933333333334,19759.6,69236.8,0
27764.4,45266.0,58350.26666666667,0
13046.666666666666,28802.8,72385.2,0
22914.666666666668,31948.4,51719.333333333336,0
23243.066666666666,24659.2,51537.333333333336,0
20921.866666666665,17485.466666666667,62459.73333333333,0
27886.266666666666,49087.86666666667,115201.33333333333,0
20918.266666666666,24184.8,34214.13333333333,0
16398.933333333334,17398.133333333335,36808.933333333334,0
21440.0,15324.533333333333,31254.666666666668,0
10723.466666666667,5206.533333333334,21451.866666666665,0
35578.933333333334,39027.46666666667,97309.86666666667,0
4972.8,2909.733333333333,16038.133333333333,0
9223.333333333334,5175.066666666667,18290.133333333335,0
